test_case,filter_size,method_name,total_time,cumulative_time,per_call_time
bloom,500,contains,7.49e-07,4.845e-06,4.845e-06
bloom,500,contains,7.6e-07,4.648e-06,4.648e-06
bloom,500,contains,8.620000000000001e-07,5.387e-06,5.387e-06
bloom,500,contains,1.02e-06,6.013000000000001e-06,6.013000000000001e-06
bloom,500,contains,8.200000000000001e-07,4.85e-06,4.85e-06
bloom,500,contains,8.140000000000001e-07,7.425e-06,7.425e-06
bloom,500,contains,8.240000000000001e-07,4.8830000000000005e-06,4.8830000000000005e-06
bloom,500,contains,7.520000000000001e-07,4.773000000000001e-06,4.773000000000001e-06
bloom,500,contains,7.25e-07,5.017e-06,5.017e-06
bloom,500,contains,7.87e-07,4.9440000000000004e-06,4.9440000000000004e-06
bloom,500,contains,7.23e-07,4.659000000000001e-06,4.659000000000001e-06
bloom,500,contains,8.100000000000001e-07,5.017e-06,5.017e-06
bloom,500,contains,7.92e-07,7.454e-06,7.454e-06
bloom,500,contains,8.42e-07,7.637e-06,7.637e-06
bloom,500,contains,7.61e-07,4.485e-06,4.485e-06
bloom,500,contains,7.420000000000001e-07,4.806e-06,4.806e-06
bloom,500,contains,7.05e-07,4.868000000000001e-06,4.868000000000001e-06
bloom,500,contains,7.56e-07,4.845e-06,4.845e-06
bloom,500,contains,7.84e-07,4.9610000000000004e-06,4.9610000000000004e-06
bloom,500,contains,8.63e-07,5.387e-06,5.387e-06
bloom,500,contains,8.300000000000001e-07,5.282e-06,5.282e-06
bloom,500,contains,9.59e-07,5.4e-06,5.4e-06
bloom,500,contains,7.510000000000001e-07,4.661e-06,4.661e-06
bloom,500,contains,7.830000000000001e-07,4.774e-06,4.774e-06
bloom,500,contains,8.04e-07,4.602e-06,4.602e-06
bloom,500,contains,8.000000000000001e-07,4.845e-06,4.845e-06
bloom,500,contains,6.85e-07,4.6570000000000005e-06,4.6570000000000005e-06
bloom,500,contains,7.64e-07,7.191e-06,7.191e-06
bloom,500,contains,6.63e-07,4.4550000000000005e-06,4.4550000000000005e-06
bloom,500,contains,8.030000000000001e-07,5.1700000000000005e-06,5.1700000000000005e-06
bloom,500,contains,7.56e-07,4.698000000000001e-06,4.698000000000001e-06
bloom,500,contains,7.990000000000001e-07,4.724e-06,4.724e-06
bloom,500,contains,6.91e-07,4.573e-06,4.573e-06
bloom,500,contains,7.43e-07,4.417e-06,4.417e-06
bloom,500,contains,8.520000000000001e-07,4.705000000000001e-06,4.705000000000001e-06
bloom,500,contains,8.22e-07,7.242e-06,7.242e-06
bloom,500,contains,8.39e-07,4.707e-06,4.707e-06
bloom,500,contains,8.04e-07,8.256e-06,8.256e-06
bloom,500,contains,8.370000000000001e-07,5.363e-06,5.363e-06
bloom,500,contains,1.126e-06,6.114e-06,6.114e-06
bloom,500,contains,7.960000000000001e-07,5.2040000000000005e-06,5.2040000000000005e-06
bloom,500,contains,7.750000000000001e-07,7.321000000000001e-06,7.321000000000001e-06
bloom,500,contains,6.91e-07,4.979e-06,4.979e-06
bloom,500,contains,7.16e-07,4.8490000000000005e-06,4.8490000000000005e-06
bloom,1000,add,2.859e-06,1.8921e-05,1.8921e-05
bloom,1000,add,2.6530000000000003e-06,1.8169000000000002e-05,1.8169000000000002e-05
bloom,1000,add,2.2590000000000003e-06,1.6714e-05,1.6714e-05
bloom,1000,add,3.4760000000000003e-06,4.7824e-05,4.7824e-05
bloom,1000,add,2.774e-06,1.9045e-05,1.9045e-05
bloom,1000,add,3.051e-06,2.2955000000000003e-05,2.2955000000000003e-05
bloom,1000,add,2.319e-06,1.6787e-05,1.6787e-05
bloom,1000,add,2.458e-06,1.7171000000000002e-05,1.7171000000000002e-05
bloom,1000,add,2.305e-06,1.6249e-05,1.6249e-05
bloom,1000,add,2.216e-06,1.6482000000000002e-05,1.6482000000000002e-05
bloom,1000,add,2.289e-06,1.7001000000000002e-05,1.7001000000000002e-05
bloom,1000,add,2.305e-06,1.6539000000000002e-05,1.6539000000000002e-05
bloom,1000,add,2.375e-06,1.6508000000000002e-05,1.6508000000000002e-05
bloom,1000,add,2.3200000000000002e-06,1.6439e-05,1.6439e-05
bloom,1000,add,2.611e-06,1.7604e-05,1.7604e-05
bloom,1000,add,2.2690000000000002e-06,1.6627000000000002e-05,1.6627000000000002e-05
bloom,1000,add,2.474e-06,1.7411e-05,1.7411e-05
bloom,1000,add,2.443e-06,1.6938e-05,1.6938e-05
bloom,1000,add,2.387e-06,1.9882e-05,1.9882e-05
bloom,1000,add,2.773e-06,1.9023e-05,1.9023e-05
bloom,1000,add,2.804e-06,1.9887e-05,1.9887e-05
bloom,1000,add,2.131e-06,1.5841e-05,1.5841e-05
bloom,1000,add,2.46e-06,1.6323e-05,1.6323e-05
bloom,1000,add,2.3940000000000003e-06,1.6412e-05,1.6412e-05
bloom,1000,add,2.175e-06,1.6271e-05,1.6271e-05
bloom,1000,add,2.3490000000000003e-06,1.666e-05,1.666e-05
bloom,1000,add,2.161e-06,1.6547000000000003e-05,1.6547000000000003e-05
bloom,1000,add,2.47e-06,1.6635000000000003e-05,1.6635000000000003e-05
bloom,1000,add,2.229e-06,1.5971e-05,1.5971e-05
bloom,1000,add,2.345e-06,1.6394000000000003e-05,1.6394000000000003e-05
bloom,1000,add,2.3430000000000003e-06,1.6257e-05,1.6257e-05
bloom,1000,add,2.4160000000000002e-06,1.6437000000000002e-05,1.6437000000000002e-05
bloom,1000,add,2.278e-06,1.6291e-05,1.6291e-05
bloom,1000,add,2.392e-06,1.9977000000000002e-05,1.9977000000000002e-05
bloom,1000,add,2.3880000000000003e-06,1.7461e-05,1.7461e-05
bloom,1000,add,2.537e-06,1.8836e-05,1.8836e-05
bloom,1000,add,2.08e-06,1.6984000000000002e-05,1.6984000000000002e-05
bloom,1000,add,2.436e-06,1.6915e-05,1.6915e-05
bloom,1000,add,2.175e-06,1.6845000000000002e-05,1.6845000000000002e-05
bloom,1000,add,2.082e-06,1.6375e-05,1.6375e-05
bloom,1000,add,2.228e-06,1.6596000000000002e-05,1.6596000000000002e-05
bloom,1000,add,2.283e-06,1.6419e-05,1.6419e-05
bloom,1000,add,2.057e-06,1.5861e-05,1.5861e-05
bloom,1000,add,2.142e-06,1.6308e-05,1.6308e-05
bloom,1000,add,2.161e-06,1.6342e-05,1.6342e-05
bloom,1000,add,2.198e-06,1.6301000000000002e-05,1.6301000000000002e-05
bloom,1000,add,2.1910000000000003e-06,1.6426e-05,1.6426e-05
bloom,1000,add,2.432e-06,1.6941000000000003e-05,1.6941000000000003e-05
bloom,1000,add,2.438e-06,1.6637e-05,1.6637e-05
bloom,1000,add,2.2650000000000003e-06,1.8038000000000002e-05,1.8038000000000002e-05
bloom,1000,add,2.696e-06,1.8559e-05,1.8559e-05
bloom,1000,add,2.679e-06,2.1720000000000002e-05,2.1720000000000002e-05
bloom,1000,add,2.102e-06,1.6535e-05,1.6535e-05
bloom,1000,add,2.143e-06,1.5939e-05,1.5939e-05
bloom,1000,add,2.278e-06,1.6492e-05,1.6492e-05
bloom,1000,add,2.1170000000000002e-06,1.6577e-05,1.6577e-05
bloom,1000,add,2.296e-06,1.6538e-05,1.6538e-05
bloom,1000,add,2.149e-06,1.6992000000000003e-05,1.6992000000000003e-05
bloom,1000,add,2.229e-06,1.6726000000000002e-05,1.6726000000000002e-05
bloom,1000,add,2.306e-06,1.6311e-05,1.6311e-05
bloom,1000,add,2.316e-06,1.6309000000000003e-05,1.6309000000000003e-05
bloom,1000,add,2.2640000000000003e-06,1.7046000000000002e-05,1.7046000000000002e-05
bloom,1000,add,2.308e-06,1.6275000000000003e-05,1.6275000000000003e-05
bloom,1000,add,2.3440000000000003e-06,1.6603e-05,1.6603e-05
bloom,1000,add,2.447e-06,1.8306e-05,1.8306e-05
bloom,1000,add,2.634e-06,1.8582000000000003e-05,1.8582000000000003e-05
bloom,1000,add,3.181e-06,2.2446e-05,2.2446e-05
bloom,1000,add,2.3770000000000003e-06,1.7132e-05,1.7132e-05
bloom,1000,add,2.042e-06,1.6152e-05,1.6152e-05
bloom,1000,add,2.283e-06,1.6193000000000002e-05,1.6193000000000002e-05
bloom,1000,add,2.4840000000000003e-06,1.7487e-05,1.7487e-05
bloom,1000,add,2.43e-06,1.7119e-05,1.7119e-05
bloom,1000,add,2.312e-06,1.6752e-05,1.6752e-05
bloom,1000,add,2.092e-06,1.597e-05,1.597e-05
bloom,1000,add,2.272e-06,1.6935e-05,1.6935e-05
bloom,1000,add,2.239e-06,1.7204e-05,1.7204e-05
bloom,1000,add,2.3770000000000003e-06,1.6711e-05,1.6711e-05
bloom,1000,add,2.37e-06,1.6654e-05,1.6654e-05
bloom,1000,add,2.233e-06,1.6269e-05,1.6269e-05
bloom,1000,add,2.2990000000000004e-06,2.0476000000000002e-05,2.0476000000000002e-05
bloom,1000,add,2.582e-06,1.832e-05,1.832e-05
bloom,1000,add,2.5680000000000002e-06,1.9526000000000002e-05,1.9526000000000002e-05
bloom,1000,add,2.217e-06,1.6516000000000002e-05,1.6516000000000002e-05
bloom,1000,add,2.3820000000000002e-06,1.7080000000000002e-05,1.7080000000000002e-05
bloom,1000,add,2.482e-06,1.6815e-05,1.6815e-05
bloom,1000,add,2.211e-06,1.6752e-05,1.6752e-05
bloom,1000,add,2.1620000000000002e-06,1.6064e-05,1.6064e-05
bloom,1000,add,2.229e-06,1.6274e-05,1.6274e-05
bloom,1000,add,2.475e-06,1.6657e-05,1.6657e-05
bloom,1000,add,2.2530000000000003e-06,1.6586e-05,1.6586e-05
bloom,1000,add,2.199e-06,1.6324e-05,1.6324e-05
bloom,1000,add,2.195e-06,1.7181e-05,1.7181e-05
bloom,1000,add,2.436e-06,1.6981000000000002e-05,1.6981000000000002e-05
bloom,1000,add,2.153e-06,1.5977e-05,1.5977e-05
bloom,1000,add,2.3e-06,1.7136e-05,1.7136e-05
bloom,1000,add,2.37e-06,1.791e-05,1.791e-05
bloom,1000,add,2.4570000000000004e-06,1.7933000000000003e-05,1.7933000000000003e-05
bloom,1000,add,2.335e-06,2.0971e-05,2.0971e-05
bloom,1000,add,2.175e-06,1.6449e-05,1.6449e-05
bloom,1000,add,2.245e-06,1.7253000000000002e-05,1.7253000000000002e-05
bloom,1000,contains,1.2620000000000002e-06,6.01e-06,6.01e-06
bloom,1000,contains,1.095e-06,5.534000000000001e-06,5.534000000000001e-06
bloom,1000,contains,8.73e-07,4.962e-06,4.962e-06
bloom,1000,contains,8.16e-07,5.094000000000001e-06,5.094000000000001e-06
bloom,1000,contains,1.0760000000000002e-06,5.635e-06,5.635e-06
bloom,1000,contains,8.450000000000001e-07,7.785000000000001e-06,7.785000000000001e-06
bloom,1000,contains,8.550000000000001e-07,7.2950000000000005e-06,7.2950000000000005e-06
bloom,1000,contains,9.090000000000001e-07,4.814e-06,4.814e-06
bloom,1000,contains,7.84e-07,4.872e-06,4.872e-06
bloom,1000,contains,8.49e-07,5.076e-06,5.076e-06
bloom,1000,contains,7.660000000000001e-07,4.7760000000000005e-06,4.7760000000000005e-06
bloom,1000,contains,8.720000000000001e-07,8.248000000000001e-06,8.248000000000001e-06
bloom,1000,contains,8.81e-07,5.566000000000001e-06,5.566000000000001e-06
bloom,1000,contains,8.88e-07,1.0818e-05,1.0818e-05
bloom,1000,contains,7.660000000000001e-07,4.921e-06,4.921e-06
bloom,1000,contains,8.070000000000001e-07,5.031000000000001e-06,5.031000000000001e-06
bloom,1000,contains,7.820000000000001e-07,4.865e-06,4.865e-06
bloom,1000,contains,8.11e-07,4.7300000000000005e-06,4.7300000000000005e-06
bloom,1000,contains,7.960000000000001e-07,4.913e-06,4.913e-06
bloom,1000,contains,8.08e-07,4.83e-06,4.83e-06
bloom,1000,contains,7.440000000000001e-07,4.891e-06,4.891e-06
bloom,1000,contains,7.690000000000001e-07,5.021000000000001e-06,5.021000000000001e-06
bloom,1000,contains,7.380000000000001e-07,4.835e-06,4.835e-06
bloom,1000,contains,7.71e-07,5.05e-06,5.05e-06
bloom,1000,contains,9.18e-07,5.697000000000001e-06,5.697000000000001e-06
bloom,1000,contains,7.750000000000001e-07,4.746e-06,4.746e-06
bloom,1000,contains,7.790000000000001e-07,4.5720000000000004e-06,4.5720000000000004e-06
bloom,1000,contains,7.56e-07,4.569000000000001e-06,4.569000000000001e-06
bloom,1000,contains,8.280000000000001e-07,4.991e-06,4.991e-06
bloom,1000,contains,9.130000000000001e-07,5.398000000000001e-06,5.398000000000001e-06
bloom,1000,contains,9.770000000000001e-07,5.6050000000000005e-06,5.6050000000000005e-06
bloom,1000,contains,9.130000000000001e-07,5.57e-06,5.57e-06
bloom,1000,contains,7.270000000000001e-07,4.488e-06,4.488e-06
bloom,1000,contains,8.47e-07,5.086e-06,5.086e-06
bloom,1000,contains,1.027e-06,5.4980000000000006e-06,5.4980000000000006e-06
bloom,1000,contains,7.6e-07,4.862e-06,4.862e-06
bloom,1000,contains,8.46e-07,7.386e-06,7.386e-06
bloom,1000,contains,7.970000000000001e-07,4.646e-06,4.646e-06
bloom,1000,contains,7.8e-07,4.865e-06,4.865e-06
bloom,1000,contains,8.01e-07,4.746e-06,4.746e-06
bloom,1000,contains,7.680000000000001e-07,4.76e-06,4.76e-06
bloom,1000,contains,8.16e-07,4.794e-06,4.794e-06
bloom,1000,contains,7.450000000000001e-07,4.773000000000001e-06,4.773000000000001e-06
bloom,1000,contains,7.95e-07,5.117e-06,5.117e-06
bloom,1000,contains,6.830000000000001e-07,4.654000000000001e-06,4.654000000000001e-06
bloom,1000,contains,8.100000000000001e-07,4.865e-06,4.865e-06
bloom,1000,contains,7.85e-07,5.511e-06,5.511e-06
bloom,1000,contains,8.230000000000001e-07,8.191e-06,8.191e-06
bloom,1000,contains,7.37e-07,4.76e-06,4.76e-06
bloom,1000,contains,7.88e-07,7.2610000000000004e-06,7.2610000000000004e-06
bloom,1000,contains,8.440000000000001e-07,5.0510000000000004e-06,5.0510000000000004e-06
bloom,1000,contains,7.61e-07,4.885000000000001e-06,4.885000000000001e-06
bloom,1000,contains,7.760000000000001e-07,4.673e-06,4.673e-06
bloom,1000,contains,8.7e-07,4.954e-06,4.954e-06
bloom,1000,contains,7.590000000000001e-07,7.438000000000001e-06,7.438000000000001e-06
bloom,1000,contains,8.63e-07,5.343e-06,5.343e-06
bloom,1000,contains,7.990000000000001e-07,8.391e-06,8.391e-06
bloom,1000,contains,6.27e-07,4.7130000000000004e-06,4.7130000000000004e-06
bloom,1000,contains,7.830000000000001e-07,4.864e-06,4.864e-06
bloom,1000,contains,8.05e-07,4.792e-06,4.792e-06
bloom,1000,contains,8.04e-07,4.867e-06,4.867e-06
bloom,1000,contains,7.480000000000001e-07,4.787e-06,4.787e-06
bloom,1000,contains,7.170000000000001e-07,4.78e-06,4.78e-06
bloom,1000,contains,8.57e-07,7.582e-06,7.582e-06
bloom,1000,contains,8.550000000000001e-07,5.473e-06,5.473e-06
bloom,1000,contains,9.58e-07,6.404e-06,6.404e-06
bloom,1000,contains,7.16e-07,5.039e-06,5.039e-06
bloom,1000,contains,7.73e-07,4.624e-06,4.624e-06
bloom,1000,contains,7.25e-07,4.816e-06,4.816e-06
bloom,1000,contains,7.39e-07,4.6620000000000004e-06,4.6620000000000004e-06
bloom,1000,contains,7.440000000000001e-07,4.777e-06,4.777e-06
bloom,1000,contains,9.100000000000001e-07,5.539000000000001e-06,5.539000000000001e-06
bloom,1000,contains,7.000000000000001e-07,4.8660000000000005e-06,4.8660000000000005e-06
bloom,1000,contains,7.3e-07,4.711e-06,4.711e-06
bloom,1000,contains,8.240000000000001e-07,4.801e-06,4.801e-06
bloom,1000,contains,8.08e-07,1.4514e-05,1.4514e-05
bloom,1000,contains,8.26e-07,5.2500000000000006e-06,5.2500000000000006e-06
bloom,1000,contains,8.71e-07,5.6950000000000005e-06,5.6950000000000005e-06
bloom,1000,contains,8.88e-07,5.087000000000001e-06,5.087000000000001e-06
bloom,1000,contains,7.22e-07,4.809e-06,4.809e-06
bloom,1000,contains,8.66e-07,5.5590000000000005e-06,5.5590000000000005e-06
bloom,1000,contains,7.960000000000001e-07,4.823e-06,4.823e-06
bloom,1000,contains,6.81e-07,4.402e-06,4.402e-06
bloom,1000,contains,7.170000000000001e-07,4.687e-06,4.687e-06
bloom,1000,contains,7.36e-07,4.658e-06,4.658e-06
bloom,1000,contains,7.26e-07,7.813000000000001e-06,7.813000000000001e-06
bloom,1000,contains,7.32e-07,4.655e-06,4.655e-06
bloom,1000,contains,7.890000000000001e-07,7.63e-06,7.63e-06
bloom,1000,contains,7.61e-07,4.76e-06,4.76e-06
bloom,1000,contains,7.36e-07,4.4260000000000005e-06,4.4260000000000005e-06
bloom,1000,contains,7.110000000000001e-07,4.921e-06,4.921e-06
bloom,1000,contains,7.110000000000001e-07,4.957e-06,4.957e-06
bloom,1000,contains,7.510000000000001e-07,4.879e-06,4.879e-06
bloom,1000,contains,7.070000000000001e-07,4.454e-06,4.454e-06
bloom,1000,contains,7.580000000000001e-07,4.5110000000000005e-06,4.5110000000000005e-06
bloom,1000,contains,7.5e-07,4.814e-06,4.814e-06
bloom,1000,contains,7.43e-07,4.762e-06,4.762e-06
bloom,1000,contains,7.280000000000001e-07,4.585e-06,4.585e-06
bloom,1000,contains,7.510000000000001e-07,5.017e-06,5.017e-06
bloom,1000,contains,8.05e-07,5.2330000000000005e-06,5.2330000000000005e-06
bloom,5000,add,2.9290000000000002e-06,1.9759000000000002e-05,1.9759000000000002e-05
bloom,5000,add,2.5810000000000004e-06,1.7576000000000002e-05,1.7576000000000002e-05
bloom,5000,add,2.5360000000000004e-06,1.7743000000000003e-05,1.7743000000000003e-05
bloom,5000,add,2.576e-06,1.7405e-05,1.7405e-05
bloom,5000,add,2.477e-06,1.7683e-05,1.7683e-05
bloom,5000,add,2.268e-06,1.7223e-05,1.7223e-05
bloom,5000,add,2.481e-06,1.8905000000000003e-05,1.8905000000000003e-05
bloom,5000,add,2.302e-06,1.69e-05,1.69e-05
bloom,5000,add,2.2240000000000002e-06,1.6613000000000002e-05,1.6613000000000002e-05
bloom,5000,add,2.305e-06,1.734e-05,1.734e-05
bloom,5000,add,2.3310000000000002e-06,1.7593000000000002e-05,1.7593000000000002e-05
bloom,5000,add,2.301e-06,1.7259000000000002e-05,1.7259000000000002e-05
bloom,5000,add,2.435e-06,1.7154000000000002e-05,1.7154000000000002e-05
bloom,5000,add,2.47e-06,1.7065e-05,1.7065e-05
bloom,5000,add,2.308e-06,1.6910000000000002e-05,1.6910000000000002e-05
bloom,5000,add,2.39e-06,1.753e-05,1.753e-05
bloom,5000,add,2.3030000000000002e-06,1.6908e-05,1.6908e-05
bloom,5000,add,2.211e-06,1.6701e-05,1.6701e-05
bloom,5000,add,2.296e-06,1.6281000000000002e-05,1.6281000000000002e-05
bloom,5000,add,2.228e-06,1.6856000000000003e-05,1.6856000000000003e-05
bloom,5000,add,2.3430000000000003e-06,1.5981e-05,1.5981e-05
bloom,5000,add,2.397e-06,1.757e-05,1.757e-05
bloom,5000,add,2.37e-06,1.6691e-05,1.6691e-05
bloom,5000,add,2.239e-06,1.7169e-05,1.7169e-05
bloom,5000,add,2.3040000000000003e-06,1.7006e-05,1.7006e-05
bloom,5000,add,2.2760000000000003e-06,1.7292e-05,1.7292e-05
bloom,5000,add,2.3370000000000002e-06,1.7111000000000003e-05,1.7111000000000003e-05
bloom,5000,add,2.3e-06,1.6669000000000003e-05,1.6669000000000003e-05
bloom,5000,add,2.2240000000000002e-06,1.7043000000000003e-05,1.7043000000000003e-05
bloom,5000,add,2.3e-06,1.6358e-05,1.6358e-05
bloom,5000,add,2.137e-06,1.6721e-05,1.6721e-05
bloom,5000,add,2.385e-06,1.6582e-05,1.6582e-05
bloom,5000,add,2.328e-06,1.6828000000000002e-05,1.6828000000000002e-05
bloom,5000,add,2.3380000000000003e-06,1.6655000000000002e-05,1.6655000000000002e-05
bloom,5000,add,2.257e-06,1.6794000000000002e-05,1.6794000000000002e-05
bloom,5000,add,2.239e-06,1.6596000000000002e-05,1.6596000000000002e-05
bloom,5000,add,2.094e-06,1.6316e-05,1.6316e-05
bloom,5000,add,2.318e-06,1.9171e-05,1.9171e-05
bloom,5000,add,2.1620000000000002e-06,1.6362e-05,1.6362e-05
bloom,5000,add,2.108e-06,1.603e-05,1.603e-05
bloom,5000,add,2.1410000000000003e-06,1.6142000000000002e-05,1.6142000000000002e-05
bloom,5000,add,2.291e-06,1.6400000000000002e-05,1.6400000000000002e-05
bloom,5000,add,2.1970000000000003e-06,1.6004e-05,1.6004e-05
bloom,5000,add,2.256e-06,1.6389000000000002e-05,1.6389000000000002e-05
bloom,5000,add,2.307e-06,1.6981000000000002e-05,1.6981000000000002e-05
bloom,5000,add,2.2700000000000003e-06,1.658e-05,1.658e-05
bloom,5000,add,2.183e-06,1.6083000000000002e-05,1.6083000000000002e-05
bloom,5000,add,2.0900000000000003e-06,1.5754000000000002e-05,1.5754000000000002e-05
bloom,5000,add,2.1910000000000003e-06,1.6235e-05,1.6235e-05
bloom,5000,add,2.4110000000000003e-06,1.6665e-05,1.6665e-05
bloom,5000,add,2.0560000000000003e-06,1.5907000000000002e-05,1.5907000000000002e-05
bloom,5000,add,2.504e-06,1.6503e-05,1.6503e-05
bloom,5000,add,2.322e-06,1.7008e-05,1.7008e-05
bloom,5000,add,2.105e-06,1.5751000000000002e-05,1.5751000000000002e-05
bloom,5000,add,2.059e-06,1.5816000000000002e-05,1.5816000000000002e-05
bloom,5000,add,2.194e-06,1.6832e-05,1.6832e-05
bloom,5000,add,2.1000000000000002e-06,1.6025e-05,1.6025e-05
bloom,5000,add,2.2240000000000002e-06,1.5694000000000003e-05,1.5694000000000003e-05
bloom,5000,add,2.1010000000000003e-06,1.6445000000000003e-05,1.6445000000000003e-05
bloom,5000,add,2.418e-06,1.6452e-05,1.6452e-05
bloom,5000,add,2.2700000000000003e-06,1.7037e-05,1.7037e-05
bloom,5000,add,2.229e-06,1.6360000000000003e-05,1.6360000000000003e-05
bloom,5000,add,2.301e-06,1.6549e-05,1.6549e-05
bloom,5000,add,2.1790000000000002e-06,1.646e-05,1.646e-05
bloom,5000,add,2.08e-06,1.6535e-05,1.6535e-05
bloom,5000,add,2.379e-06,1.6237e-05,1.6237e-05
bloom,5000,add,2.189e-06,1.6464e-05,1.6464e-05
bloom,5000,add,2.0280000000000003e-06,1.6230000000000002e-05,1.6230000000000002e-05
bloom,5000,add,1.996e-06,1.6224000000000003e-05,1.6224000000000003e-05
bloom,5000,add,2.3430000000000003e-06,1.6296e-05,1.6296e-05
bloom,5000,add,2.1580000000000003e-06,1.6862000000000002e-05,1.6862000000000002e-05
bloom,5000,add,2.148e-06,1.8178e-05,1.8178e-05
bloom,5000,add,2.199e-06,1.6559000000000002e-05,1.6559000000000002e-05
bloom,5000,add,2.5360000000000004e-06,1.7947e-05,1.7947e-05
bloom,5000,add,2.249e-06,1.7157000000000002e-05,1.7157000000000002e-05
bloom,5000,add,2.1850000000000003e-06,1.6485000000000002e-05,1.6485000000000002e-05
bloom,5000,add,2.3710000000000003e-06,1.6872e-05,1.6872e-05
bloom,5000,add,2.2930000000000003e-06,1.6546e-05,1.6546e-05
bloom,5000,add,2.2860000000000002e-06,1.6558e-05,1.6558e-05
bloom,5000,add,2.3e-06,1.6595e-05,1.6595e-05
bloom,5000,add,2.137e-06,1.62e-05,1.62e-05
bloom,5000,add,2.232e-06,1.5538e-05,1.5538e-05
bloom,5000,add,2.111e-06,1.6153e-05,1.6153e-05
bloom,5000,add,2.1340000000000002e-06,1.6354e-05,1.6354e-05
bloom,5000,add,2.2190000000000003e-06,1.6242e-05,1.6242e-05
bloom,5000,add,2.2300000000000002e-06,1.6167e-05,1.6167e-05
bloom,5000,add,2.103e-06,1.588e-05,1.588e-05
bloom,5000,add,2.215e-06,1.6339e-05,1.6339e-05
bloom,5000,add,2.133e-06,1.6040000000000002e-05,1.6040000000000002e-05
bloom,5000,add,2.235e-06,1.6242e-05,1.6242e-05
bloom,5000,add,2.1790000000000002e-06,1.7053e-05,1.7053e-05
bloom,5000,add,2.322e-06,1.6780000000000002e-05,1.6780000000000002e-05
bloom,5000,add,2.336e-06,1.6659e-05,1.6659e-05
bloom,5000,add,2.2030000000000003e-06,1.6612e-05,1.6612e-05
bloom,5000,add,2.283e-06,1.6475e-05,1.6475e-05
bloom,5000,add,2.2370000000000004e-06,1.6477e-05,1.6477e-05
bloom,5000,add,2.2860000000000002e-06,1.6297e-05,1.6297e-05
bloom,5000,add,2.442e-06,1.6527e-05,1.6527e-05
bloom,5000,add,2.115e-06,1.5979e-05,1.5979e-05
bloom,5000,add,2.323e-06,1.6489e-05,1.6489e-05
bloom,5000,contains,1.291e-06,5.9530000000000004e-06,5.9530000000000004e-06
bloom,5000,contains,1.1380000000000002e-06,5.5640000000000004e-06,5.5640000000000004e-06
bloom,5000,contains,9.370000000000001e-07,5.212e-06,5.212e-06
bloom,5000,contains,8.720000000000001e-07,5.18e-06,5.18e-06
bloom,5000,contains,8.610000000000001e-07,4.923e-06,4.923e-06
bloom,5000,contains,7.660000000000001e-07,4.808e-06,4.808e-06
bloom,5000,contains,8.440000000000001e-07,4.875e-06,4.875e-06
bloom,5000,contains,8.410000000000001e-07,4.774e-06,4.774e-06
bloom,5000,contains,7.81e-07,4.646e-06,4.646e-06
bloom,5000,contains,8.73e-07,4.864e-06,4.864e-06
bloom,5000,contains,7.88e-07,4.462000000000001e-06,4.462000000000001e-06
bloom,5000,contains,8.18e-07,4.724e-06,4.724e-06
